URLNO,PNO,RFN,VALUE
465,1,7,seven weeks after recovery
465,1,7,can vary
465,1,8,virus
465,2,1,Ebola
465,2,4,Ebola-fighting antibodies
465,2,8,viral infections
466,1,1,cholera
466,1,1,Classic Cholera
466,1,4,treated quickly and properly
467,1,1,malaria
467,1,4,chemical agents
467,1,7,months or even years
467,1,8,sporozoites
467,2,1,malaria
467,2,7,the eighteenth century
467,2,8,Malaria protozoa
467,2,8,mosquitoes
468,1,1,cholera
468,1,2,severe dehydration
468,1,4,intravenous fluid
468,1,4,Antibiotics
468,2,1,Ebola
468,2,2,infectious
468,2,7,months to years
468,2,8,bacteria
468,3,1,Cholera
468,3,2,diarrhoea
468,3,2,diarrhoea or vomiting
468,3,7,for 48 hours
469,1,1,Cholera
469,1,4,Rehydration salts
469,1,4,intravenous fluids
469,1,4,Antibiotics
469,1,5,clean water supplies can be restored
470,1,1,Cholera
470,1,2,hydration
470,1,2,purging
470,1,4,antibiotic 
471,1,1,typhus
471,1,2,"headaches, lethargy and stomach discomfort, and sometimes a rash"
471,1,4,Vaccination
471,1,4,antiobiotics
471,1,8,food and water-borne bacteria
471,2,1,Cholera
471,2,2,diarrhoea
471,2,2,vomiting
471,2,4,to replace the water and salts
471,2,4,rehydration salts
471,3,1,Ebola
471,3,5,wearing personal protective equipment
471,3,7,about a month after
471,3,7,about five weeks after
471,3,8,virus
472,1,1,Ebola
472,1,2,joints and eyes
472,1,7,through the remainder of their life
472,2,1,Ebola
472,2,7,61 days after
472,2,7,between 2 to 21 days
472,2,8,virus
473,1,1,malaria
473,1,4,antimalarial medicines
473,1,4,the tablets
473,2,1,malaria
473,2,4,antimalarial medication
473,2,8,mosquitoes 
473,3,1,malaria
473,3,4,antimalarial tablets
473,3,7,days and weeks after
473,3,7,last 12 months
474,1,1,typhus
474,1,7,1 to 2 weeks
474,1,8,unsanitary conditions 
474,2,1,typhus
474,2,7,each year
474,2,7,annually
474,3,1,typhus
474,3,2,fever
474,3,2,Severe headaches
474,3,4,antibiotics
474,3,4,narcotic pain reliever
474,3,4,antibiotic therapy
475,1,1,Cholera
475,1,2,diarrhea
475,1,4,rehydration treatment
475,1,7,18 hours to several days
475,2,1,Cholera
475,2,4,vaccine
475,2,5,proper sanitation methods and common precautions
475,2,7,a maximum of up to six months
475,3,1,Cholera
475,3,2,watery diarrhea
475,3,5,proper sanitation measures
475,3,8,flagella propellers
475,3,8,cholera bacteria
476,1,1,Ebola
476,1,7,last year
476,1,7,1976
476,2,1,Ebola
476,2,6,2014
476,2,7,last century
476,2,8,virus
476,3,1,Ebola
476,3,2,hair loss
476,3,2,"fatigue, headaches"
476,3,2,eye and liver inflammation
476,3,2,"sensory changes, weakness"
476,3,7,monthslong
476,3,7,few days or a couple of weeks
477,1,1,malaria
477,1,4,Medicine choices are limited
477,1,5,should not travel to an area where she could get P. falciparum malaria
478,1,1,malaria
478,1,2,hypoglycemia
478,1,2,seizures
478,1,2,severe anemia
478,1,2,renal failure
478,1,2,pulmonary edema
478,1,2,jaundice
479,1,1,malaria
479,1,4,appropriate antimalarial
479,1,4,highest possible level of clinical care
480,1,1,typhus
480,1,8,rats to fleas to humans
480,1,8,bacteria
480,2,1,typhus
480,2,8,bacteria
480,2,8,Rickettsia prowazekii
481,1,1,typhus
481,1,2,"high fever, with chills and headache"
481,1,2,fever
481,1,2,headache
481,1,2,muscle ache and pains
481,1,2,"cough, "
481,1,2,abdominal pain
481,1,2,nausea and vomiting
481,1,2,diarrhea
482,1,1,cholera
482,1,2,diarrhea and dehydration
482,1,7,in a matter of hours
482,1,8,bacterial
483,1,1,cholera
483,1,2,mild diarrhea
483,1,4,requiring treatment at a health center
483,1,8,Vibrio cholerae O1
484,1,1,cholera
484,1,7,5 days
484,1,7,7 days after discharge
485,1,1,Ebola
485,1,2,"high fever, headache"
485,1,2,"abdominal pain, diarrhea, vomiting"
485,1,2,macular rash
485,1,6,34639
485,1,7,after 15 years
485,1,8,Ebola virus
486,1,1,Ebola
486,1,2,"sudden onset of fever,"
486,1,2,"feeling weak,"
486,1,2,"muscle pain, "
486,1,2,headaches and a sore throat
486,1,2,"rashes, red eyes, hiccups"
486,2,1,Ebola
486,2,4,supportive therapy
486,2,4,maintaining their oxygen status and blood pressure
486,2,5,proper protective clothing
487,1,1,cholera
487,1,2,purging diarrhoea and copious vomiting
487,1,2,"cramps afflicted legs, arms, abdomen and back"
487,1,7,longer than five days and sometimes less than one
487,2,1,typhus
487,2,2,"headache and general pains, chills and fevers, "
487,2,7,1833
488,1,1,typhus
488,1,2,headache and high temperature (fever)
488,1,4,antibiotics
488,1,8,germ (bacterium) Salmonella typhi
