QID,URLNO,PNO,REL,EXPL
117,817,4,0,[Ebola]
117,817,5,0,[put in a secluded place]
117,817,6,0,"[ebola, deadly virus]"
118,817,7,0,"[ebola, deadly outbreak]"
118,818,1,0,"[smallpox, measles, scarlet fever, Asiatic cholera,, deadly disease, epidemic]"
118,819,1,0,"[typhus,  removed to quarantine facilities]"
118,819,2,0,"[medical inspection or treatment, lice, fever]"
118,819,3,0,"[medical inspection or treatment, lice, fever]"
118,819,4,0,"[typhus,  removed to quarantine facilities]"
118,819,5,0,"[typhus, malnutrition]"
119,819,6,0,"[typhus, verge of death]"
119,819,7,0,"[Ebola, Ebola virus]"
119,820,1,0,"[cholera, ill, put under quarantine, put in quarantine]"
119,820,2,0,"[cholera, quarantine enforced]"
119,820,3,0,"[cholera, flew a yellow quarantine flag]"
119,821,1,0,"[cholera, sick, kept away from marshes, garbage, and dirty water, quarantined]"
119,821,2,0,"[fever, rash, sick, examined any sick]"
126,828,2,0,"[malaria, chills, fever, beginning with uncontrollable shivering for an hour or two, followed by a rapid spike in temperature, fatigue, severe headache, nausea, vomiting, head]"
126,828,3,0,"[falciparum, malaria, fever, red blood cells, kidney, lever, parasite]"
126,829,1,0,"[malaria, brain, kidney, lever, blood vessels, malaria parasite]"
126,829,2,0,"[malaria, clindamycin (Cleocin), mefloquin (Lariam), sulfadoxone, pyrimethamine (Fansidar), mouth, malaria parasite]"
126,829,3,0,[falciparum malaria]
127,830,1,0,"[typhus, severe headache, nonproductive cough, nausea, muscle aches (myalgia), chest pain, general feeling of illness (malaise), chills, high fever, extreme fatigue (prostration), trunk, gace, palm, soles]"
127,830,2,0,"[typhus, black, crusted bite, tender lymph nodes, eye pain and redness, conjunctivitis, rash, eye]"
127,830,3,0,"[rash, delirium, stupor,  intestines, liver, heart, kidneys, brain]"
127,830,4,0,"[rash, petechiae, delirium, stupor, hypotension, shock,   face, palms, soles]"
127,831,1,0,"[Salmonella Typhi, epithelial cells, small intestine, distal ileum, lymphoid tissue, multiple organ systems]"
128,831,2,0,[Ebola]
128,831,3,0,"[typhus, typhoid, fever]"
128,831,4,0,"[enteric fever, malaise, dry coughing, headache, myalgia, fever]"
128,831,5,0,"[cholera, watery diarrhea, vomiting, dehydration, Rapid heart rate, Loss of skin elasticity, Dry mucous membranes, Low blood pressure, Thirst, muscle cramps, throat, nose, eyelids]"
128,832,1,0,"[cholera, cells, intestines, bacterium Vibrio cholerae]"
129,833,1,0,"[cholera, diarrhoea, stomach, bacterium Vibrio cholerae]"
129,833,2,0,"[cholera, mild illness, diarrhoea,, stomach]"
129,834,1,0,"[cholera, cells, intestinal mucosa, epithelial cells, cholera toxin]"
129,834,2,0,"[cholera, cystic fibrosis, intestine]"
129,834,3,0,"[cholera, diarrhea, dehydration, intestine, Vibrio cholerae]"
130,834,4,0,"[ebola, fever fatigue, muscle pain, headache, sore throat, vomiting, diarrhoea, rash, symptoms of impaired kidney &amp; liver function, kidney, liver, virus]"
130,834,5,0,"[Ebola,  Flu,Bleeding,Organ failure]"
130,834,6,0,"[ebola, kidney, ebola, virus]"
130,835,1,0,"[ebola, cell, blood vessels]"
130,835,2,0,"[ebola, cells, white blood cells, liver, kidney, spleen, brain, ebola virus]"
