URLNO,PNO,RFN,VALUE
148,3,8,ebola virus disease
148,4,1,ebola
148,4,6,29-Oct
148,4,6,2014
148,4,8,ebola virus
148,5,1,ebola
148,5,6,1976
148,5,7,first
148,5,8,ebola virus
149,1,1,ebola
149,1,4,investigational product
149,2,1,hemorrhagic fever
149,2,4,supportive care
149,2,4,intravenous fluids
149,2,4,oxygen
149,2,8,virus
150,1,1,ebola
150,1,4,experimental
151,1,1,ebola
151,1,4,brincidofovir
151,1,7,first
151,2,1,ebola
151,2,4,brincidofovir
151,2,6,Oct. 6
151,2,8,virus
181,1,1,ebola 
181,1,6,24-Aug
181,1,6,2014
181,1,6,11-Aug
181,1,8,bush animal
181,2,1,ebola
181,2,6,2-Dec
181,2,6,2012
181,2,3,CDC's Viral Special Pathogens
181,2,8,ebola virus
181,3,1,Ebola Hemorrhagic Fever
181,3,3,cdc
181,3,6,28-Jul
181,3,6,2012
181,3,8,ebola virus
181,4,1,Ebola Hemorrhagic Fever
181,4,3,blood sample
181,4,6,14-May
181,4,6,6-May
181,4,6,2011
181,4,3,CDC
181,4,8,ebola virus
181,5,1,ebola
181,5,3,cdc
181,5,6,25-Oct
181,5,6,2008
181,5,6,1989
181,5,6,1990
181,5,6,1996
181,5,7,first
181,5,8,ebola-Reston virus
182,1,1,Hemorrhagic Fever
182,1,4,IgG EBO antibodies
182,2,1,ebo
182,2,2,clinical
182,2,4,transfused
182,2,8,disease
182,3,1,ebola
182,3,6,1995
182,3,6,1976
182,3,6,Feb-96
182,4,4,palliative
182,4,2,cardiovascular collapse
182,4,2,renal
182,4,5,protective equipment
182,4,8,ebo
182,5,1,ebo
182,5,4,transfusions
182,5,8,blood
183,1,1,ebola
183,1,4,developing antibodies
183,1,3,reverse transcriptase-polymerase chain reaction
183,1,3,PBMC
183,1,8,ebola viral RNA
183,2,1,Ebola haemorrhagic fever
183,2,3,RT-PCR
183,2,8,IgM antigen
183,3,1,ebola
183,3,3,RT-PCR
183,3,8,ebola rna
184,1,1,Ebola haemorrhagic fever
184,1,2,fever
184,1,3,differential diagnosis
184,1,8,ebola virus
184,2,3,RT-PCR1
184,2,8,viral antigen
918,1,1,ebola
918,1,6,21 days
918,1,7,long
918,1,8,ebola virus
919,1,1,ebola
919,1,6,21 days
919,1,8,ebola virus
919,2,1,ebola
919,2,6,21 days
919,2,8,virus
919,3,1,ebola
919,3,6,21
919,3,8,virus
919,4,1,ebola
919,4,6,21
919,4,8,ebola virus
920,1,1,ebola
920,1,6,21 days
921,1,1,ebola
921,1,6,21 days
921,1,8,infected
921,2,1,ebola
921,2,6,21 days
921,2,7,last exposure
921,2,7,three weeks
921,3,1,ebola
921,3,6,21
921,3,2,sick
921,4,1,ebola
921,4,6,21 days
921,4,7,short
542,1,1,Ebola
542,1,8,Ebola virus
543,1,1,Ebola
543,1,8,Ebola virus
544,1,1,Ebola
544,1,2," blood over-coagulates,blood vessels become leaky,bleeding,intravascular coagulation"
544,1,6,liver
544,2,1,Ebola
544,2,2,"blood pressure plummets, vital organs begin to fail, the patient goes into shock and dies"
544,2,6,"kidney,liver"
544,2,8,Ebola virus
545,1,1,Ebola
545,1,2,"fever, sore throat, muscle pains and headache,vomiting, diarrhea, rash, impaired kidney and liver function,bleeding from the eyes, ears, nose or mouth"
545,1,6,"throat,muscle,kidney,liver,eyes,ears,nose,mouth."
546,1,1,Ebola
546,1,2,"organ failure,fever,internal bleeding, diarrhea and vomiting"
546,1,6,"liver cells,"
546,2,1,Ebola
546,2,8,Ebola Reston
546,3,1,Ebola
546,3,8,Ebola Reston
547,1,1,Ebola
547,1,2, blood clotting and hemorrhaging
547,1,6,"every organ and tissue, except the bones and skeletal muscles"
547,1,8,Ebola virus
548,1,1,Ebola
548,1,2,bleeding.
548,1,6,"lymph nodes, spleen and liver"
566,1,1,Ebola
566,1,2, Holes
566,1,6,"kidneys, gonads, spleen,liver"
566,1,8,Ebola virus
567,1,1,Ebola
567,1,2," nausea, vomiting, diarrhea, cough, chest pain, and sore throat,fever, headache,body aches."
567,1,6,"chest,throat,head,lymph glands."
567,1,8,Ebola virus
568,1,1,Ebola
568,1,2,"diarrhea, red eyes,vomiting blood, gastrointestinal bleeding"
568,1,6,"mouth,rectum,brain,eyes,nose"
568,1,8,Ebola virus
569,1,1,Ebola
569,1,2, decreases blood supply
569,1,6,"liver,brain,lungs,kidneys,intestines,testicles"
569,1,8,Ebola virus
569,2,1,Ebola
569,2,8,Ebola virus
569,3,1,"EVD,malaria, cholera, typhoid fever, meningitis"
569,3,8,bats or with a living or dead animal
570,1,1,Ebola
570,1,8,Ebola virus
571,1,1,Ebola
571,1,3,"twice daily temperature,symptom checks"
572,1,1,Ebola
572,1,8,Ebola virus
573,1,1,Ebola
573,1,8,Ebola virus
574,1,1,Ebola
574,1,8,Ebola virus
575,1,1,Ebola
575,1,8,Ebola virus
576,1,2,fever
577,1,1,Ebola
578,1,1,Malaria
578,1,3,monitoring malaria control activities
579,1,1,Malaria
579,1,5, malaria control as programs progressively reduce transmission
580,1,1,Ebola
580,1,8,Ebola virus
581,1,1,Malaria
581,1,8,Ebola virus
582,1,1,Malaria
583,1,1,Malaria
583,2,1,Malaria
584,1,1,Malaria
585,1,1,Scrub typhus
585,1,8,O. tsutsugamushi
586,1,1,Typhus
586,1,8,disease-bearing lice
587,1,1,Scrub typhus
587,1,2," low body temperature, rapid pulse rate, presence of crepitation, low percentage of lymphocyte, low serum albumin,"
616,1,1,Ebola
616,1,8,Ebola virus
617,1,1,Typhus
618,1,1,Typhus
619,1,1,Typhus
619,2,1,Typhus
620,1,1,"Scrub Typhus,dengue,Malaria"
620,1,3,"headache, high fever and rash"
621,1,1,"Murine typhus,endemic typhus,Mexican typhus,flea-borne typhus"
622,1,1,"Endemic typhus,typhoid"
622,1,2,"malaise, headache, and myalgia"
623,1,1,Ebola
624,1,1,Ebola
625,1,1,Ebola
625,1,2, 21-day incubation period
626,1,1,Ebola virus disease
626,2,1,Ebola
627,1,1,Ebola
628,1,1,Ebola
628,2,1,Ebola
628,3,1,Ebola
629,1,1,Ebola
629,2,1,Ebola
630,1,1,"Hepatitis, Typhoid and Cholera"
631,1,1,Ebola
631,2,1,EVD
632,1,1,Ebola
632,1,8,"Ebola virus,Zaire virus"
632,2,1,Ebola
632,2,4,"blood transfusions,drugs"
632,3,1,Ebola Virus Disease
633,1,1,Ebola
634,1,1,Ebola
634,1,5,Drugs
635,1,1,Ebola
635,1,2,"fever, nausea, pain,fatigue"
636,1,1,Ebola
636,1,2,"Fever, diarrhea"
637,1,1,Ebola
638,1,1,Ebola
638,1,2,sicker
638,2,1,Ebola
638,2,2,Fever severe diarrhea vomiting dehydration
638,2,6,Blood kidney liver
639,1,1,Ebola
639,2,1,Ebola
640,1,1,Ebola
640,1,8,Ebola virus
664,2,1,Ebola
664,2,2,joint and vision problems.
664,2,5,good supportive care and the patient’s immune response
665,1,1,Ebola
666,1,1,Ebola
666,2,1,Ebola
675,1,1,Ebola
675,1,2,"Mild-fever Nausea, Diarrhea, Vomiting, Bleeding"
675,1,4,ZMapp
676,1,1,Ebola
677,1,1,Ebola
677,1,6,Blood vessels
677,1,8,"Ebola virus, Marburg virus"
677,2,1,Ebola
677,3,1,Ebola
677,3,4,Supportive care and Patient's Immune system
677,3,5,Develop immune system that last atleast 10 years
677,3,6,joint and vision problems.
678,1,1,Ebola
678,1,3,CPR
678,2,1,Ebola
678,2,4,"Intubate, Supply dialysis"
679,1,1,Ebola
680,1,1,Ebola
680,1,4,Care
681,1,1,Ebola
681,2,1,Ebola
681,3,1,Ebola
681,3,2,"abdominal pain, severe headache, dizziness and nausea"
682,1,1,Ebola
682,1,2," myalgia, diarrhoea and vomiting, pleuritic pain, shock, bleeding tendency"
683,1,1,Ebola
683,1,2," fever, vomiting"
684,1,1,Ebola
684,1,4," oral rehydration therapy, intravenous fluids"
684,2,1,Ebola
684,2,5,"avoiding direct contact with infected people, regular hand washing using soap and water,  protective clothing"
684,2,8, Bush meat
685,1,1,"EVD, Ebola Virus Disease,  Ebola Haemorrhagic Fever"
685,1,2,"fever, intense weakness, muscle pain, headache,  sore throat,vomiting, diarrhoea, rash, impaired kidney ,liver function,internal bleeding, external bleeding"
685,1,5,"prevention of needle sticks, sharps injuries, safe phlebotomy, hand hygiene, rational use of personal protective equipment, regular and rigorous environmental cleaning, decontamination of surfaces and equipment, safe management of soiled linen and healthcare waste."
686,1,1,"Ebola, Lassa, Marburg, Machupo, Junin,  Hanta, plague, tuberculosis, anthrax, cholera, typhoid, typhus, malaria,  viral hemorrhagic fevers"
687,1,1," Typhus,  Spanish Flu,TB, Cholera, Malaria,  AIDS"
688,1,1, Malaria
688,1,2,"  fever, chills, flu-like illness"
688,1,8, female Anopheles mosquito
704,1,2," fever, headache, malaise, nausea , vomiting , maculopapular, vesicular, petechial rash , eschar , myalgia , febrile illness"
704,1,3," minimize exposure to infectious arthropods (including lice, fleas, ticks, mites) , minimize exposure to animal reservoirs, particularly dogs and cats , insect  , tick repellents  , insecticides ,acaricides , wearing protective clothing"
704,2,1,"Rickettsioses , typus"
704,2,5,"minimize exposure to infectious arthropods (including lice, fleas, ticks, mites) , minimize exposure to  animal reservoirs,  minimize exposure with  dogs and cats ,insecticides , acaricides , wearing protective clothing , endemic area ,vector-infested areas"
704,3,1,"Rickettsioses , typus"
704,3,4,"doxycycline. Chloramphenicol, azithromycin, fluoroquinolones, rifampin"
704,4,1,Typus
704,4,4,"Doxycycline , Tetracycline , Chloramphenicol , Tetracycline , intravenous fluids and oxygen"
705,1,1,Ebola
705,1,5," screened , screening"
706,1,1,Ebola
706,2,1,Ebola
706,2,2,"saliva, sweat, semen, blood , physical contact"
706,2,5,"  isolate patient , quarantine patient , check point at airport"
706,3,1,Ebola
706,3,4," Isolate the patient, maintain blood parameters, maintain blood pressure"
706,3,5,  ICU set-up
707,1,1,Ebola
707,1,4," supporting therapy- hydrating the patient, monitoring their oxygen status and BP,  controlling infections"
708,1,1, Ebola
708,1,5,"Pre-boarding scrutiny , quarantine"
709,1,1, Ebola hemorrhagic fever
709,2,1," dengue , Ebola"
709,3,1, Ebola
709,3,2," fever, headache, muscle pain, fatigue, diarrhea, vomiting, stomach pain, or unexplained bruising or bleeding"
709,3,5,"Wash hands , use an alcohol-based hand sanitizer , Avoid contact with blood and body fluids of any person , Do not touch the body of someone who has died from Ebola , Do not touch bats and nonhuman primates , their blood and fluids and do not touch , eat raw meat prepared from these animals"
709,4,1, Ebola
709,4,5," Assessing the ability of Ebola-affected countries and airports to conduct exit screening , Assisting with development of exit screening protocols,Training staff on exit screening protocols and appropriate PPE use, Training in-country staff to provide future trainings."
709,5,1, Ebola
709,5,5," avoiding contact with the blood , avoiding contact of body fluids of people who are ill with Ebola"
709,6,1," Ebola ,  Ebola haemorrhagic fever"
709,6,2,  wild animals
709,6,5," Community engagement ,  case management, surveillance and contact tracing, a good laboratory service, safe burials , social mobilisation"
710,1,1,Ebola
710,1,8,Zaire virus
711,1,1, Ebola
711,1,2,"   fever, severe internal bleeding"
711,1,5," personal protective gear, medicines, supplies they need to contain the virus."
711,1,8,  bodily fluids such as sweat and blood and saliva remains infectious even after death.
711,2,1, Ebola
711,2,2," fever, headache, muscle pain, fatigue, diarrhea, vomiting, stomach pain, or unexplained bruising or bleeding"
711,2,5,"notify CDC of ill travelers on a plane , evaluation of ill travelers,  isolation and transport to a medical facility if needed"
711,3,1, Ebola
712,1,1, Ebola
712,1,5," wash your hands with soap and water ,wash hand with an alcohol-based hand sanitizer , avoid contact with blood and body fluids , Do not handle items that may have come in contact with an infected person?s blood or body fluids (such as clothes, bedding, needles, and medical equipment),Avoid funeral or burial rituals that require handling the body of someone who has died from Ebola,Avoid contact with bats and nonhuman primates or blood, fluids, avoid raw meat prepared from these animals,Avoid facilities in West Africa"
713,1,1, Ebola
713,1,5," Routine immunization services, vaccination campaigns (NIDs and SIAs) and vaccine-preventable disease surveillance , isolate and report any suspected cases"
713,2,1, Ebola
713,2,5," Routine immunization services, vaccination campaigns (NIDs and SIAs) and vaccine-preventable disease surveillance , isolate and report any suspected cases"
713,3,1, Ebola
713,3,5," Hand hygiene , hand washing with soap , Gloves should be worn and changed for each person vaccinated , DO NOT VACCINATE ANYONE SUSPECTED OF EVD OR EXPOSED TO EVD7 , ?one-time/one-person only? auto-disable syringes , strict safe injection and waste disposal practices"
714,1,1, Ebola
714,1,2," human-to-human transmission , direct contact through broken skin or mucous membranes with the blood, or other bodily fluids or secretions (stool, urine, saliva, semen) of infected people"
714,1,5,wearing personal protection equipment
714,2,1," Ebola virus disease ,  Ebola haemorrhagic fever"
714,3,1," Ebola virus disease ,  Ebola haemorrhagic fever"
714,3,8, Pteropodidae
790,2,1, Ebola
790,2,5,"   review your health insurance plan to determine what medical services it would cover during your trip. Consider purchasing travel health and medical evacuation insurance , Practice careful hygiene. For example, wash your hands frequently with soap and water or use an alcohol-based hand sanitizer, Avoid contact with blood and body fluids (such as urine, saliva, sweat, feces, vomit, breast milk and semen) , Do not handle items that may have come in contact with an infected person?s blood or body fluids , Avoid direct contact with dead bodies, including participating in funeral or burial rituals , Avoid contact with animals (such as bats or monkeys) or with raw or undercooked meat ,Do not eat or handle bushmeat (wild animals hunted for food)"
790,3,1, Ebola
790,3,5,  clinicians should isolate the patient pending diagnostic testing
790,4,1, Ebola
790,4,5,"   medical evaluation and testing for Ebola, monitoring, or travel restrictions"
790,4,8,  blood or body fluids
791,1,1, Ebola
791,1,5,"   avoid nonessential travel , avoiding contact with the blood and body fluids (such as urine, saliva, sweat, feces, vomit, breast milk, and semen) of people who are sick with Ebola"
791,1,8,  blood or body fluids
791,2,1, Ebola
791,2,5,"   up-to-date on routine vaccines, Schedule a visit with a travel medicine provider,  Put together a travel health kit containing items such as over-the-counter medications, a thermometer, alcohol-based hand sanitizer, and basic first aid items , ensure that your organization will be providing you with personal protection equipment (PPE) such as masks, gloves, gowns, and eye protection"
791,3,1, Ebola
791,3,5,"   Check your health insurance plan , ensure you are covered for healthcare abroad in the event of illness , Ask your organization about their medical evacuation plans , purchase travel health insurance and medical evacuation insurance ,  check the coverage limits for evacuation insurance"
791,4,1, Ebola
791,4,5,"   Practice careful hygiene , wash your hands with soap and water or use an alcohol-based hand sanitizer , Avoid contact with blood and body fluids (such as urine, saliva, sweat, feces, vomit, breast milk, and semen) of people who have Ebola , Do not handle items that may have come in contact with an infected person?s blood or body fluids."
791,4,8,"  direct, unprotected contact with the blood or body fluids (such as urine, saliva, sweat, feces, vomit, breast milk, and semen) of an infected symptomatic person, contact with the body of someone who has died from Ebola, and exposure to objects (such as needles) , infected blood or other body fluids and tissues."
791,5,1, Ebola
791,5,5,"   Avoid direct contact with the body of someone who has died from Ebola, including participating in funeral and burial rituals , Avoid contact with animals (such as monkeys or bats) or with raw or undercooked meat. , Do not eat or handle bushmeat (wild animals hunted for food). , Avoid hospitals in West Africa where Ebola patients are being treated. , Report any potential unprotected Ebola exposure or illness promptly following your organization's reporting procedures."
791,5,8,"  direct, unprotected contact with the blood or body fluids (such as urine, saliva, sweat, feces, vomit, breast milk, and semen) of an infected symptomatic person, contact with the body of someone who has died from Ebola, and exposure to objects (such as needles) , infected blood or other body fluids and tissues."
791,6,1, Ebola
791,7,1, Ebola
791,7,2,"  severe headache, muscle pain, vomiting, diarrhea, stomach pain, or unexplained bleeding or bruising."
791,7,5,"  Take your temperature every morning and evening ,"
791,8,1,Ebola
791,8,8,Ebola virus
792,1,1, Ebola
792,1,5,  take great care with hygiene and food products and to avoid being in crowded public places
793,1,1, Ebola
793,1,5,"  mindful of hygiene, avoid crowded places ,  refrain from consuming meat products."
794,1,1, Ebola
794,1,5,  avoiding contact with blood and body fluids of people who are ill with Ebola.
795,1,1, Ebola
795,1,5,"  avoid all nonessential travel , avoiding contact with the blood and body fluids of people who are sick with Ebola."
795,2,1, Ebola
795,2,2,  direct contact with the blood or other body fluids of a sick person
795,2,5,  avoiding sick people and hospitals where patients with Ebola are being treated.
795,3,1, Ebola
795,4,1, Ebola
795,4,5,"   CDC has staff working 24/7 at 20 Border Health field offices located in international airports and land borders , CDC staff are ready 24/7 to investigate cases of ill travelers on planes and ships entering the United States"
796,1,1, Ebola
796,1,2," high fever, stomach pains, diarrhoea, rash or bleeding"
796,1,5,"    practice frequent hand washing (e.g. after going to the toilet, or when hands are soiled); avoid direct contact with blood, secretions or other body fluids of infected living or dead persons or animals, as well as environments that have become contaminated with these infectious fluids such as soiled clothing, bed linen, or used needles"
797,1,1, Ebola
797,1,5,"Practice careful hygiene. Avoid contact with blood and body fluids , Do not handle items that may have come in contact with an infected person's blood or body fluids , Avoid funeral or burial rituals that require handling the body of someone who has died from Ebola , Avoid contact with animals or with raw meat"
797,2,1, Ebola
797,2,2," fever, headache, achiness, sore throat, diarrhea, vomiting, stomach pain, rash, or red eyes"
797,2,5,"Avoid hospitals where Ebola patients are being treated , Seek medical care immediately , Limit your contact with other people when you travel to the doctor. Do not travel anywhere else , Pay attention to your health after you return."
797,3,1,Ebola
797,3,2," bedding, clothing"
797,3,8,Ebola virus
797,4,1, Ebola
797,4,5,"Wear protective clothing, including masks, gloves, gowns, and eye protection. , Practice proper infection control and sterilization measures. , Isolate Ebola patients from unprotected people. , Avoid direct contact with the bodies of people who have died from Ebola. ,Notify health officials if you have been exposed to someone with Ebola."
798,1,1, Ebola
798,1,5," avoid areas that have had outbreaks ,  avoid contact with infected people, wash their hands often, and not touch or eat wild animals (sometimes called ""bush meat"") , wear head-to-toe protective clothing with no skin exposed."
798,2,1, Ebola
798,2,5," isolating and treating people who are infected with the Ebola virus , Any needles or other equipment used in their treatment should be disposed , remains of those who die from the disease must be kept isolated and buried promptly by trained professionals wearing full safety gear."
798,3,1, Ebola
798,3,4," keeping them well hydrated, maintaining their oxygen and blood pressure levels, replacing lost blood through transfusions, and treating symptoms and complications"
798,3,5, Patients also need to be isolated from the public during treatment to help prevent the disease from spreading.
799,1,1, Ebola
799,1,5," avoid wild animals and raw or undercooked bushmeat, as well as take to heart the well-known advice to avoid the body fluids of those infected with the virus"
799,2,1, Ebola
799,2,5,"Immediately notify your organization, health officials, and the US embassy or consulate in Liberia if you think you have been exposed to someone with Ebola but were not wearing recommended PPE , Wear the recommended personal protective equipment (PPE) , Use proper infection control and decontamination measures , Isolate patients with suspected, probable, or confirmed Ebola from other patients , Avoid direct contact with dead bodies without wearing recommended PPE"
799,3,1, Ebola
799,3,5,"Immediately notify your organization, health officials, and the US embassy or consulate in Guinea if you think you have been exposed to someone with Ebola but were not wearing recommended PPE , Wear the recommended personal protective equipment (PPE) , Use proper infection control and decontamination measures , Isolate patients with suspected, probable, or confirmed Ebola from other patients , Avoid direct contact with dead bodies without wearing recommended PPE"
799,4,1, Ebola
799,4,5,"Immediately notify your organization, health officials, and the US embassy or consulate in Sierra Leone if you think you have been exposed to someone with Ebola but were not wearing recommended PPE , Wear the recommended personal protective equipment (PPE) , Use proper infection control and decontamination measures , Isolate patients with suspected, probable, or confirmed Ebola from other patients , Avoid direct contact with dead bodies without wearing recommended PPE"
808,1,1,"cholera, diphtheria, infectious tuberculosis, plague, smallpox, yellow fever, viral hemorrhagic fevers, Severe Acute Respiratory Syndrome, influenza"
808,1,2,sick
808,1,8, influenza viruses
809,1,1,cholera
809,1,8, contagion
809,2,1,"influenza, plague,"
809,2,5,segregation or isolation to separate persons
809,2,8,communicable disease
810,1,1,cholera
810,1,3,put under quarantine
810,2,1,cholera
810,3,1,"cholera, dysentery"
810,3,2,"vomiting, cramps"
810,3,6,intestines
811,1,1,ebola
811,1,5,"taken off a flight, flushed and distraught"
842,2,1,cholera
842,3,1,cholera
842,4,1,ebola
842,4,2,"fever, sore throat, muscle pain, headaches,  vomiting, diarrhea, rash, decreased functioning of the liver and kidneys"
842,4,8,ebolavirus
842,5,1,"ebola,  influenza, malaria, dengue fever"
842,5,2,"fatigue, fever, headaches, joint, muscle and abdominal pain, Vomiting, diarrhea, loss of appetite"
842,5,6,"throat, chest, skin"
842,5,8,ebolavirus
842,6,1,"ebola,  influenza, malaria, dengue fever"
842,6,2,"fever, headaches, joint, muscle and abdominal pain, Vomiting, diarrhea, loss of appetite"
842,6,6,"throat,liver, kidney"
843,1,1,Ebola
843,1,2," Coagulation defects,Bleeding,Shock,Hemorrhagic fever,Illness"
843,1,8,"Ebola virus,RNA virus,Rhabdoviruses,Paramyxoviruses,Filoviridae,Hemorrhagic fever viruses"
844,1,1,ebola
844,1,2,bleeding
844,1,6,"immune systems, organs, cells"
844,1,8,virus
844,2,1,"ebola, cholera, maleria"
844,2,2," High fever, Headache, Joint and muscle aches, Sore throat, Weakness, Stomach pain, Lack of appetite, Blood vomiting"
844,2,6,"eyes, ears, nose"
844,3,1,ebola
844,3,5,checking such animals for infection and killing and properly disposing of the bodies
844,3,6,tissues
844,4,1,evd
844,4,4,oral rehydration therapy (slightly sweet and salty water to drink)
844,4,6,tissues
844,4,8,virus
812,1,1,Ebola
812,2,1,ebola
812,2,5,"refrain from attending mass gatherings and using public transportation, refrain from traveling long distances"
812,2,8,Ebola virus
813,1,1,ebola
813,1,5,"housed in a ""safe, rural setting"""
814,1,1,ebola
814,1,2,"vomiting, diarrhea"
814,1,4, admitted to the hospital
814,1,8,virus Ebola
815,1,1,ebola
815,1,5,quarantined for three weeks
815,2,1,ebola
815,2,5,quarantine doctors and nurses
815,3,1,ebola
816,1,1,ebola
817,1,1,ebola
817,1,5,"quarantine 112 soldiers, settle quarantine suit"
817,2,1,ebola
817,2,5,quarantined on a secluded island
817,3,1,ebola
817,3,5,quarantine them
817,4,1,Ebola
817,5,5,put in a secluded place
817,6,1,ebola
817,6,8,deadly virus
817,7,1,ebola
817,7,8,deadly outbreak
818,1,1,"smallpox, measles, scarlet fever, Asiatic cholera,"
818,1,8,"deadly disease, epidemic"
819,1,1,typhus
819,1,5, removed to quarantine facilities
819,2,4,medical inspection or treatment
819,2,8,"lice, fever"
819,3,4,medical inspection or treatment
819,3,8,"lice, fever"
819,4,1,typhus
819,4,5, removed to quarantine facilities
819,5,1,typhus
819,5,2,malnutrition
819,6,1,typhus
819,6,2,verge of death
819,7,1,Ebola
819,7,8,Ebola virus
820,1,1,cholera
820,1,2,ill
820,1,5,"put under quarantine, put in quarantine"
820,2,1,cholera
820,2,5,quarantine enforced
820,3,1,cholera
820,3,5,flew a yellow quarantine flag
821,1,1,cholera
821,1,2,sick
821,1,4,"kept away from marshes, garbage, and dirty water"
821,1,5,quarantined
821,2,2,"fever, rash, sick"
821,2,3,examined any sick
828,2,1,malaria
828,2,2,"chills, fever, beginning with uncontrollable shivering for an hour or two, followed by a rapid spike in temperature, fatigue, severe headache, nausea, vomiting"
828,2,6,head
828,3,1,"falciparum, malaria"
828,3,2,fever
828,3,6,"red blood cells, kidney, lever"
828,3,8,parasite
829,1,1,malaria
829,1,6,"brain, kidney, lever, blood vessels"
829,1,8,malaria parasite
829,2,1,malaria
829,2,4,"clindamycin (Cleocin), mefloquin (Lariam), sulfadoxone, pyrimethamine (Fansidar)"
829,2,6,mouth
829,2,8,malaria parasite
829,3,1,falciparum malaria
830,1,1,typhus
830,1,2,"severe headache, nonproductive cough, nausea, muscle aches (myalgia), chest pain, general feeling of illness (malaise), chills, high fever, extreme fatigue (prostration)"
830,1,6,"trunk, gace, palm, soles"
830,2,1,typhus
830,2,2,"black, crusted bite, tender lymph nodes, eye pain and redness, conjunctivitis, rash"
830,2,6,eye
830,3,1,rash
830,3,2,"delirium, stupor"
830,3,6," intestines, liver, heart, kidneys, brain"
830,4,1,rash
830,4,2,"petechiae, delirium, stupor, hypotension, shock"
830,4,6,"  face, palms, soles"
831,1,1,Salmonella Typhi
831,1,6,"epithelial cells, small intestine, distal ileum, lymphoid tissue, multiple organ systems"
831,2,1,Ebola
831,3,1,"typhus, typhoid"
831,3,2,fever
831,4,1,enteric fever
831,4,2,"malaise, dry coughing, headache, myalgia, fever"
831,5,1,cholera
831,5,2,"watery diarrhea, vomiting, dehydration, Rapid heart rate, Loss of skin elasticity, Dry mucous membranes, Low blood pressure, Thirst, muscle cramps"
831,5,6,"throat, nose, eyelids"
832,1,1,cholera
832,1,6,"cells, intestines"
832,1,8,bacterium Vibrio cholerae
833,1,1,cholera
833,1,2,diarrhoea
833,1,6,stomach
833,1,8,bacterium Vibrio cholerae
833,2,1,cholera
833,2,2,"mild illness, diarrhoea,"
833,2,6,stomach
834,1,1,cholera
834,1,6,"cells, intestinal mucosa, epithelial cells"
834,1,8,cholera toxin
834,2,1,"cholera, cystic fibrosis"
834,2,6,intestine
834,3,1,cholera
834,3,2,"diarrhea, dehydration"
834,3,6,intestine
834,3,8,Vibrio cholerae
834,4,1,ebola
834,4,2,"fever fatigue, muscle pain, headache, sore throat, vomiting, diarrhoea, rash, symptoms of impaired kidney &amp; liver function"
834,4,6,"kidney, liver"
834,4,8,virus
834,5,1,Ebola
834,5,2," Flu,Bleeding,Organ failure"
834,6,1,ebola
834,6,6,kidney
834,6,8,"ebola, virus"
835,1,1,ebola
835,1,6,"cell, blood vessels"
835,2,1,ebola
835,2,6,"cells, white blood cells, liver, kidney, spleen, brain"
835,2,8,ebola virus
